Order ID,Order Date,Ship Date,Ship Mode,Segment,Region,State,Category,Sub-Category,Sales,Quantity,Discount,Profit
ORD-11369,2025-11-12,2025-11-15,First Class,Consumer,East,New Jersey,Technology,Phones,440.54,2,0.0,96.92
ORD-11370,2025-08-11,2025-08-11,Same Day,Home Office,West,Nevada,Office Supplies,Fasteners,15.24,6,0.15,2.21
ORD-11371,2025-12-08,2025-12-14,Standard Class,Consumer,South,North Carolina,Office Supplies,Storage,414.24,6,0.1,78.71
ORD-11372,2025-11-19,2025-11-25,Standard Class,Consumer,South,Tennessee,Office Supplies,Binders,82.39,7,0.0,23.07
ORD-11373,2025-07-06,2025-07-12,Standard Class,Consumer,South,Tennessee,Office Supplies,Fasteners,61.22,3,0.0,17.14
ORD-11374,2023-01-31,2023-02-06,Standard Class,Corporate,South,Alabama,Technology,Copiers,4675.21,3,0.1,607.78
ORD-11375,2024-02-05,2024-02-11,Standard Class,Home Office,East,New Jersey,Furniture,Furnishings,418.87,5,0.15,-6.28
ORD-11376,2024-03-25,2024-03-28,First Class,Consumer,East,Massachusetts,Office Supplies,Binders,18.99,2,0.0,5.32
ORD-11377,2024-11-20,2024-11-26,Standard Class,Corporate,West,California,Furniture,Chairs,999.74,3,0.0,119.97
ORD-11378,2023-08-22,2023-08-24,First Class,Consumer,South,Tennessee,Office Supplies,Paper,103.56,4,0.0,29.0
ORD-11379,2025-12-19,2025-12-19,Same Day,Corporate,Central,Michigan,Technology,Machines,4682.11,2,0.1,608.67
ORD-11380,2024-10-20,2024-10-27,Standard Class,Home Office,Central,Wisconsin,Office Supplies,Paper,38.84,4,0.0,10.88
ORD-11381,2025-12-18,2025-12-24,Standard Class,Consumer,East,New Jersey,Technology,Accessories,222.81,2,0.0,49.02
ORD-11382,2025-01-17,2025-01-19,First Class,Corporate,West,Washington,Office Supplies,Art,33.85,6,0.0,9.48
ORD-11383,2025-05-25,2025-05-27,First Class,Consumer,South,Georgia,Furniture,Furnishings,115.08,8,0.15,-1.73
ORD-11384,2024-02-08,2024-02-13,Second Class,Consumer,East,Pennsylvania,Office Supplies,Fasteners,199.67,8,0.5,-33.94
ORD-11385,2023-06-22,2023-06-25,First Class,Home Office,West,Oregon,Technology,Phones,5023.69,6,0.0,1105.21
ORD-11386,2024-05-02,2024-05-09,Standard Class,Corporate,Central,Texas,Office Supplies,Paper,53.46,7,0.0,14.97
ORD-11387,2025-11-03,2025-11-09,Standard Class,Home Office,East,Massachusetts,Office Supplies,Storage,687.0,3,0.2,68.7
ORD-11388,2025-01-23,2025-01-27,Second Class,Home Office,South,Florida,Technology,Phones,459.91,1,0.5,-105.78
ORD-11389,2025-08-26,2025-09-01,Standard Class,Consumer,South,Georgia,Technology,Accessories,386.94,2,0.5,-89.0
ORD-11390,2025-12-22,2025-12-29,Standard Class,Corporate,West,Oregon,Technology,Phones,4893.13,7,0.1,636.11
ORD-11391,2024-07-20,2024-07-27,Standard Class,Corporate,South,Georgia,Office Supplies,Storage,83.23,4,0.0,23.3
ORD-11392,2023-09-17,2023-09-23,Standard Class,Consumer,West,California,Office Supplies,Labels,79.96,8,0.1,15.19
ORD-11393,2023-05-08,2023-05-11,First Class,Home Office,East,New York,Office Supplies,Binders,26.19,2,0.0,7.33
ORD-11394,2024-07-04,2024-07-04,Same Day,Consumer,West,Arizona,Office Supplies,Paper,52.09,4,0.0,14.59
ORD-11395,2023-09-28,2023-10-04,Standard Class,Consumer,South,Florida,Furniture,Furnishings,292.7,2,0.0,35.12
ORD-11396,2024-05-23,2024-05-29,Standard Class,Consumer,West,Nevada,Office Supplies,Binders,53.28,4,0.0,14.92
ORD-11397,2024-02-03,2024-02-06,First Class,Corporate,South,Georgia,Technology,Copiers,2015.46,2,0.1,262.01
ORD-11398,2025-11-09,2025-11-15,Standard Class,Consumer,West,Oregon,Office Supplies,Fasteners,44.92,4,0.0,12.58
ORD-11399,2024-08-02,2024-08-03,Same Day,Home Office,South,North Carolina,Furniture,Furnishings,734.17,5,0.1,22.03
ORD-11400,2024-01-04,2024-01-08,Second Class,Corporate,East,Virginia,Office Supplies,Fasteners,160.36,7,0.4,-12.83
ORD-11401,2024-11-10,2024-11-16,Standard Class,Consumer,West,Washington,Office Supplies,Labels,73.23,6,0.1,13.91
ORD-11402,2023-05-20,2023-05-22,First Class,Corporate,West,Washington,Office Supplies,Fasteners,5.03,2,0.3,0.05
ORD-11403,2023-04-17,2023-04-23,Standard Class,Corporate,South,Georgia,Office Supplies,Binders,358.31,6,0.0,100.33
ORD-11404,2025-06-07,2025-06-14,Standard Class,Consumer,East,Virginia,Furniture,Tables,1432.32,2,0.4,-343.76
ORD-11405,2023-08-22,2023-08-25,First Class,Home Office,Central,Texas,Office Supplies,Binders,45.97,2,0.0,12.87
ORD-11406,2025-11-02,2025-11-07,Second Class,Corporate,West,Nevada,Office Supplies,Storage,213.91,5,0.2,21.39
ORD-11407,2023-02-13,2023-02-18,Second Class,Home Office,East,New Jersey,Office Supplies,Labels,76.08,5,0.15,11.03
ORD-11408,2023-02-07,2023-02-14,Standard Class,Consumer,West,California,Office Supplies,Labels,3.21,1,0.4,-0.26
ORD-11409,2023-08-14,2023-08-20,Standard Class,Consumer,South,North Carolina,Office Supplies,Labels,12.06,1,0.0,3.38
ORD-11410,2025-12-11,2025-12-18,Standard Class,Consumer,East,Virginia,Furniture,Tables,2032.37,2,0.0,243.88
ORD-11411,2025-10-15,2025-10-22,Standard Class,Consumer,South,Alabama,Technology,Copiers,22368.31,6,0.1,2907.88
ORD-11412,2024-02-12,2024-02-16,Second Class,Corporate,West,Washington,Office Supplies,Paper,48.33,2,0.0,13.53
ORD-11413,2025-09-13,2025-09-20,Standard Class,Consumer,East,New Jersey,Technology,Phones,834.99,2,0.2,33.4
ORD-11414,2025-11-06,2025-11-13,Standard Class,Consumer,East,New York,Office Supplies,Binders,49.17,3,0.0,13.77
ORD-11415,2025-01-16,2025-01-20,Second Class,Consumer,Central,Ohio,Furniture,Chairs,1326.06,4,0.0,159.13
ORD-11416,2023-11-03,2023-11-10,Standard Class,Home Office,South,Tennessee,Technology,Accessories,363.35,8,0.1,47.24
ORD-11417,2025-10-16,2025-10-17,Same Day,Corporate,West,Nevada,Furniture,Bookcases,2692.29,6,0.3,-403.84
ORD-11418,2025-03-07,2025-03-14,Standard Class,Consumer,East,New York,Technology,Accessories,450.02,4,0.0,99.0
ORD-11419,2023-03-20,2023-03-26,Standard Class,Consumer,Central,Wisconsin,Office Supplies,Labels,153.79,8,0.0,43.06
ORD-11420,2025-05-30,2025-06-05,Standard Class,Corporate,Central,Illinois,Office Supplies,Paper,4.69,1,0.0,1.31
ORD-11421,2025-01-03,2025-01-10,Standard Class,Consumer,Central,Illinois,Office Supplies,Fasteners,178.39,8,0.15,25.87
ORD-11422,2025-06-16,2025-06-20,Second Class,Consumer,East,Massachusetts,Office Supplies,Labels,80.73,6,0.0,22.6
ORD-11423,2025-12-26,2025-12-30,Second Class,Corporate,East,Virginia,Office Supplies,Storage,757.12,5,0.0,211.99
ORD-11424,2024-04-21,2024-04-28,Standard Class,Home Office,East,Pennsylvania,Office Supplies,Storage,137.28,1,0.0,38.44
ORD-11425,2023-07-14,2023-07-20,Standard Class,Home Office,South,Alabama,Office Supplies,Binders,5.53,1,0.2,0.55
ORD-11426,2025-02-21,2025-02-27,Standard Class,Consumer,East,New York,Technology,Phones,4219.75,5,0.15,358.68
ORD-11427,2023-01-02,2023-01-05,First Class,Home Office,Central,Wisconsin,Office Supplies,Storage,650.49,5,0.0,182.14
ORD-11428,2024-05-28,2024-06-01,Second Class,Corporate,East,Virginia,Furniture,Furnishings,383.54,5,0.1,11.51
ORD-11429,2023-03-05,2023-03-12,Standard Class,Consumer,Central,Texas,Technology,Machines,7430.19,3,0.2,297.21
ORD-11430,2024-03-25,2024-04-01,Standard Class,Consumer,West,Washington,Office Supplies,Labels,103.46,8,0.2,10.35
ORD-11431,2025-11-01,2025-11-05,Second Class,Home Office,East,New York,Office Supplies,Binders,212.95,7,0.2,21.3
ORD-11432,2023-06-28,2023-07-04,Standard Class,Consumer,East,Massachusetts,Office Supplies,Binders,42.56,1,0.3,0.43
ORD-11433,2023-05-03,2023-05-09,Standard Class,Consumer,South,Georgia,Furniture,Chairs,117.15,1,0.0,14.06
ORD-11434,2023-09-23,2023-09-29,Standard Class,Consumer,South,North Carolina,Office Supplies,Storage,536.09,3,0.0,150.11
ORD-11435,2025-07-06,2025-07-13,Standard Class,Consumer,West,Washington,Furniture,Bookcases,5172.44,8,0.1,155.17
ORD-11436,2025-08-15,2025-08-22,Standard Class,Consumer,South,North Carolina,Office Supplies,Labels,17.61,2,0.0,4.93
ORD-11437,2024-05-05,2024-05-12,Standard Class,Home Office,Central,Wisconsin,Office Supplies,Art,129.83,4,0.0,36.35
ORD-11438,2025-04-16,2025-04-23,Standard Class,Home Office,Central,Illinois,Furniture,Furnishings,407.09,8,0.5,-134.34
ORD-11439,2023-07-24,2023-07-30,Standard Class,Corporate,East,Virginia,Office Supplies,Art,52.89,4,0.1,10.05
ORD-11440,2025-09-05,2025-09-12,Standard Class,Consumer,West,Washington,Furniture,Furnishings,180.23,2,0.3,-27.03
ORD-11441,2023-03-12,2023-03-13,Same Day,Corporate,South,North Carolina,Office Supplies,Fasteners,60.35,8,0.1,11.47
ORD-11442,2023-07-03,2023-07-07,Second Class,Consumer,West,California,Office Supplies,Art,259.73,8,0.0,72.72
ORD-11443,2024-07-09,2024-07-16,Standard Class,Consumer,East,New Jersey,Technology,Machines,11217.57,4,0.0,2467.87
ORD-11444,2024-06-21,2024-06-28,Standard Class,Consumer,East,New Jersey,Furniture,Bookcases,904.64,2,0.4,-217.11
ORD-11445,2024-06-14,2024-06-17,First Class,Home Office,West,Oregon,Office Supplies,Art,37.12,4,0.0,10.39
ORD-11446,2024-05-20,2024-05-26,Standard Class,Consumer,South,Florida,Office Supplies,Fasteners,15.58,2,0.0,4.36
ORD-11447,2025-12-05,2025-12-09,Second Class,Home Office,West,Washington,Technology,Copiers,17188.09,7,0.4,-2406.33
ORD-11448,2025-06-06,2025-06-09,First Class,Corporate,East,Virginia,Office Supplies,Binders,30.01,5,0.0,8.4
ORD-11449,2023-03-16,2023-03-23,Standard Class,Corporate,West,Arizona,Office Supplies,Binders,127.41,8,0.0,35.67
ORD-11450,2025-02-02,2025-02-09,Standard Class,Corporate,West,Oregon,Office Supplies,Art,96.98,3,0.0,27.15
ORD-11451,2025-01-21,2025-01-27,Standard Class,Consumer,Central,Wisconsin,Office Supplies,Paper,50.76,4,0.4,-4.06
ORD-11452,2024-04-27,2024-04-28,Same Day,Home Office,West,Nevada,Furniture,Bookcases,2407.75,6,0.15,-36.12
ORD-11453,2023-10-14,2023-10-20,Standard Class,Home Office,East,Pennsylvania,Furniture,Bookcases,1949.7,3,0.0,233.96
ORD-11454,2023-09-10,2023-09-13,First Class,Consumer,Central,Illinois,Office Supplies,Storage,474.98,5,0.5,-80.75
ORD-11455,2025-04-18,2025-04-24,Standard Class,Consumer,South,Florida,Furniture,Bookcases,2512.07,8,0.1,75.36
ORD-11456,2025-05-12,2025-05-19,Standard Class,Corporate,East,Pennsylvania,Technology,Copiers,2914.51,3,0.0,641.19
ORD-11457,2025-04-26,2025-05-01,Second Class,Home Office,South,Tennessee,Office Supplies,Paper,26.98,3,0.1,5.13
ORD-11458,2024-04-16,2024-04-23,Standard Class,Consumer,Central,Ohio,Office Supplies,Art,55.0,2,0.15,7.98
ORD-11459,2025-03-26,2025-04-01,Standard Class,Consumer,West,Arizona,Office Supplies,Art,97.97,4,0.0,27.43
ORD-11460,2025-07-10,2025-07-16,Standard Class,Consumer,West,Oregon,Furniture,Chairs,975.13,3,0.1,29.25
ORD-11461,2024-07-11,2024-07-18,Standard Class,Home Office,West,Arizona,Furniture,Tables,2244.73,2,0.5,-740.76
ORD-11462,2023-09-26,2023-09-28,First Class,Consumer,East,Virginia,Office Supplies,Binders,154.27,3,0.1,29.31
ORD-11463,2023-08-26,2023-08-27,Same Day,Corporate,East,Pennsylvania,Office Supplies,Paper,26.3,1,0.0,7.36
ORD-11464,2024-04-20,2024-04-22,First Class,Consumer,Central,Ohio,Office Supplies,Labels,17.3,4,0.0,4.84
ORD-11465,2024-10-31,2024-11-06,Standard Class,Corporate,East,Pennsylvania,Technology,Copiers,11300.0,3,0.0,2486.0
ORD-11466,2023-09-02,2023-09-09,Standard Class,Consumer,East,New Jersey,Office Supplies,Paper,218.19,8,0.1,41.46
ORD-11467,2023-03-29,2023-03-29,Same Day,Home Office,East,Massachusetts,Technology,Copiers,17800.7,6,0.0,3916.15
ORD-11468,2024-02-12,2024-02-19,Standard Class,Consumer,East,New Jersey,Furniture,Chairs,3870.67,7,0.1,116.12
ORD-11469,2024-02-01,2024-02-06,Second Class,Corporate,Central,Wisconsin,Technology,Accessories,282.33,4,0.1,36.7
ORD-11470,2023-07-07,2023-07-13,Standard Class,Consumer,West,Oregon,Office Supplies,Binders,42.28,2,0.1,8.03
ORD-11471,2024-06-01,2024-06-07,Standard Class,Consumer,West,Washington,Office Supplies,Binders,11.07,1,0.2,1.11
ORD-11472,2025-11-06,2025-11-13,Standard Class,Corporate,West,Arizona,Office Supplies,Paper,94.97,4,0.0,26.59
ORD-11473,2024-05-11,2024-05-13,First Class,Consumer,Central,Ohio,Office Supplies,Fasteners,52.99,6,0.0,14.84
ORD-11474,2024-06-10,2024-06-15,Second Class,Corporate,Central,Ohio,Office Supplies,Art,37.83,1,0.2,3.78
ORD-11475,2023-05-06,2023-05-08,First Class,Corporate,West,Nevada,Office Supplies,Storage,1725.08,8,0.4,-138.01
ORD-11476,2025-05-11,2025-05-17,Standard Class,Consumer,West,Arizona,Furniture,Furnishings,274.38,2,0.0,32.93
ORD-11477,2023-12-14,2023-12-20,Standard Class,Consumer,Central,Illinois,Office Supplies,Fasteners,43.69,4,0.5,-7.43
ORD-11478,2024-11-11,2024-11-17,Standard Class,Consumer,Central,Illinois,Furniture,Tables,1104.42,7,0.0,132.53
ORD-11479,2023-03-20,2023-03-20,Same Day,Corporate,Central,Texas,Technology,Accessories,155.99,3,0.0,34.32
ORD-11480,2023-06-14,2023-06-16,First Class,Corporate,East,New Jersey,Furniture,Furnishings,84.36,1,0.3,-12.65
ORD-11481,2025-09-13,2025-09-19,Standard Class,Consumer,West,California,Technology,Phones,580.91,2,0.1,75.52
ORD-11482,2024-12-17,2024-12-20,First Class,Consumer,East,Virginia,Office Supplies,Labels,22.02,2,0.0,6.17
ORD-11483,2025-08-13,2025-08-15,First Class,Corporate,Central,Wisconsin,Office Supplies,Labels,16.86,3,0.0,4.72
ORD-11484,2025-02-20,2025-02-23,First Class,Corporate,East,Massachusetts,Office Supplies,Art,20.96,1,0.0,5.87
ORD-11485,2025-07-02,2025-07-04,First Class,Corporate,West,Oregon,Office Supplies,Storage,1258.0,8,0.0,352.24
ORD-11486,2024-02-07,2024-02-12,Second Class,Home Office,West,Arizona,Technology,Copiers,5905.48,3,0.3,-295.27
ORD-11487,2024-02-05,2024-02-12,Standard Class,Home Office,West,California,Office Supplies,Art,8.8,1,0.2,0.88
ORD-11488,2025-09-18,2025-09-24,Standard Class,Consumer,East,Virginia,Furniture,Bookcases,2801.29,5,0.1,84.04
ORD-11489,2025-06-01,2025-06-06,Second Class,Consumer,West,Arizona,Furniture,Tables,7622.58,7,0.15,-114.34
ORD-11490,2023-10-01,2023-10-04,First Class,Consumer,Central,Texas,Office Supplies,Labels,21.06,3,0.0,5.9
ORD-11491,2025-01-02,2025-01-05,First Class,Corporate,West,Washington,Technology,Accessories,26.48,1,0.2,1.06
ORD-11492,2025-08-05,2025-08-12,Standard Class,Corporate,Central,Texas,Office Supplies,Storage,152.8,1,0.5,-25.98
ORD-11493,2025-07-18,2025-07-20,First Class,Home Office,East,Pennsylvania,Office Supplies,Labels,7.46,3,0.1,1.42
ORD-11494,2023-08-04,2023-08-10,Standard Class,Corporate,South,Florida,Office Supplies,Labels,15.16,7,0.0,4.24
ORD-11495,2024-08-26,2024-08-31,Second Class,Corporate,West,Washington,Technology,Copiers,3707.04,5,0.1,481.92
ORD-11496,2025-04-11,2025-04-18,Standard Class,Consumer,West,Nevada,Furniture,Chairs,677.86,2,0.0,81.34
ORD-11497,2024-10-22,2024-10-28,Standard Class,Corporate,East,New Jersey,Office Supplies,Fasteners,17.37,7,0.1,3.3
ORD-11498,2024-06-21,2024-06-28,Standard Class,Corporate,South,Florida,Furniture,Tables,7990.36,7,0.4,-1917.69
ORD-11499,2024-06-25,2024-06-29,Second Class,Consumer,Central,Wisconsin,Office Supplies,Paper,86.79,7,0.0,24.3
ORD-11500,2024-03-19,2024-03-21,First Class,Consumer,Central,Illinois,Technology,Machines,1098.72,1,0.2,43.95
ORD-11501,2024-05-30,2024-06-05,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Paper,59.78,3,0.2,5.98
ORD-11502,2023-10-05,2023-10-11,Standard Class,Home Office,West,California,Office Supplies,Labels,7.95,1,0.1,1.51
ORD-11503,2024-09-19,2024-09-25,Standard Class,Home Office,Central,Wisconsin,Technology,Machines,2437.68,4,0.1,316.9
ORD-11504,2023-05-10,2023-05-16,Standard Class,Consumer,Central,Ohio,Office Supplies,Binders,120.05,8,0.0,33.61
ORD-11505,2024-07-30,2024-08-06,Standard Class,Corporate,South,Georgia,Office Supplies,Art,65.64,4,0.1,12.47
ORD-11506,2025-06-19,2025-06-26,Standard Class,Consumer,West,Oregon,Office Supplies,Labels,61.75,5,0.0,17.29
ORD-11507,2025-06-16,2025-06-17,Same Day,Consumer,South,Florida,Office Supplies,Storage,704.05,5,0.5,-119.69
ORD-11508,2024-11-13,2024-11-19,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Fasteners,4.72,2,0.0,1.32
ORD-11509,2025-04-21,2025-04-27,Standard Class,Consumer,West,Nevada,Furniture,Chairs,680.7,3,0.2,-40.84
ORD-11510,2023-03-30,2023-04-05,Standard Class,Consumer,East,Pennsylvania,Office Supplies,Art,228.65,8,0.0,64.02
ORD-11511,2025-05-11,2025-05-18,Standard Class,Consumer,West,Arizona,Office Supplies,Fasteners,15.43,2,0.2,1.54
ORD-11512,2024-12-20,2024-12-24,Second Class,Home Office,East,Massachusetts,Office Supplies,Labels,31.34,3,0.1,5.95
ORD-11513,2024-04-11,2024-04-13,First Class,Consumer,West,Washington,Furniture,Tables,579.97,1,0.2,-34.8
ORD-11514,2023-11-18,2023-11-22,Second Class,Corporate,Central,Illinois,Office Supplies,Labels,14.83,1,0.3,0.15
ORD-11515,2025-01-17,2025-01-24,Standard Class,Home Office,South,Florida,Office Supplies,Art,42.45,7,0.2,4.24
ORD-11516,2024-09-06,2024-09-08,First Class,Corporate,South,Alabama,Furniture,Tables,746.8,3,0.5,-246.44
ORD-11517,2025-03-21,2025-03-25,Second Class,Consumer,Central,Michigan,Office Supplies,Binders,125.11,4,0.2,12.51
ORD-11518,2023-04-24,2023-04-29,Second Class,Corporate,Central,Michigan,Office Supplies,Binders,214.01,6,0.2,21.4
ORD-11519,2025-07-30,2025-08-05,Standard Class,Home Office,West,Oregon,Furniture,Tables,198.59,1,0.3,-29.79
ORD-11520,2025-08-31,2025-09-06,Standard Class,Consumer,West,Oregon,Office Supplies,Binders,79.23,3,0.1,15.05
ORD-11521,2023-06-04,2023-06-10,Standard Class,Corporate,South,North Carolina,Furniture,Chairs,1234.63,5,0.2,-74.08
ORD-11522,2023-06-25,2023-06-28,First Class,Home Office,South,Florida,Office Supplies,Fasteners,42.25,7,0.0,11.83
ORD-11523,2023-08-15,2023-08-21,Standard Class,Consumer,East,New Jersey,Office Supplies,Fasteners,11.78,1,0.1,2.24
ORD-11524,2024-12-11,2024-12-14,First Class,Home Office,East,Virginia,Technology,Copiers,6517.0,2,0.0,1433.74
ORD-11525,2024-02-20,2024-02-25,Second Class,Corporate,South,North Carolina,Office Supplies,Storage,714.73,3,0.0,200.12
ORD-11526,2025-01-29,2025-02-05,Standard Class,Consumer,East,Virginia,Furniture,Tables,4770.86,7,0.1,143.13
ORD-11527,2023-12-01,2023-12-07,Standard Class,Home Office,Central,Michigan,Furniture,Furnishings,583.39,8,0.1,17.5
ORD-11528,2025-05-29,2025-06-03,Second Class,Consumer,South,Florida,Furniture,Tables,542.88,1,0.2,-32.57
ORD-11529,2024-05-09,2024-05-13,Second Class,Consumer,East,New Jersey,Furniture,Chairs,287.1,2,0.0,34.45
ORD-11530,2024-04-22,2024-04-29,Standard Class,Consumer,Central,Ohio,Office Supplies,Art,33.66,1,0.15,4.88
ORD-11531,2023-05-06,2023-05-08,First Class,Corporate,Central,Ohio,Office Supplies,Paper,25.78,5,0.2,2.58
ORD-11532,2024-11-25,2024-12-02,Standard Class,Consumer,East,Pennsylvania,Furniture,Bookcases,1915.71,3,0.4,-459.77
ORD-11533,2025-10-30,2025-11-06,Standard Class,Home Office,South,Georgia,Technology,Accessories,189.57,1,0.15,16.11
ORD-11534,2023-09-05,2023-09-11,Standard Class,Consumer,Central,Michigan,Furniture,Tables,7856.89,8,0.0,942.83
ORD-11535,2025-04-01,2025-04-03,First Class,Consumer,West,Washington,Technology,Accessories,167.15,1,0.15,14.21
ORD-11536,2024-11-28,2024-12-05,Standard Class,Corporate,East,New Jersey,Technology,Phones,5204.4,8,0.0,1144.97
ORD-11537,2023-12-10,2023-12-17,Standard Class,Corporate,West,Oregon,Furniture,Bookcases,4107.94,8,0.0,492.95
ORD-11538,2023-07-18,2023-07-25,Standard Class,Home Office,South,North Carolina,Office Supplies,Storage,1648.23,8,0.0,461.5
ORD-11539,2024-07-27,2024-07-31,Second Class,Consumer,East,New Jersey,Technology,Accessories,79.56,4,0.0,17.5
ORD-11540,2024-05-14,2024-05-20,Standard Class,Corporate,Central,Michigan,Furniture,Bookcases,1159.82,6,0.1,34.79
ORD-11541,2024-06-10,2024-06-14,Second Class,Corporate,West,Arizona,Office Supplies,Fasteners,115.75,7,0.4,-9.26
ORD-11542,2024-09-15,2024-09-20,Second Class,Consumer,East,Pennsylvania,Office Supplies,Storage,1048.48,8,0.0,293.57
ORD-11543,2024-10-26,2024-10-31,Second Class,Consumer,South,Tennessee,Furniture,Tables,6338.34,7,0.0,760.6
ORD-11544,2024-11-26,2024-11-28,First Class,Consumer,East,Virginia,Office Supplies,Fasteners,89.63,8,0.2,8.96
ORD-11545,2025-07-04,2025-07-11,Standard Class,Consumer,West,California,Technology,Accessories,444.33,4,0.0,97.75
ORD-11546,2025-05-24,2025-05-27,First Class,Consumer,West,Washington,Technology,Copiers,10917.67,7,0.15,928.0
ORD-11547,2023-01-02,2023-01-08,Standard Class,Corporate,West,California,Office Supplies,Art,37.34,2,0.0,10.46
ORD-11548,2023-04-17,2023-04-23,Standard Class,Consumer,West,Nevada,Office Supplies,Paper,30.11,7,0.0,8.43
ORD-11549,2025-05-08,2025-05-14,Standard Class,Consumer,West,California,Furniture,Furnishings,915.82,8,0.0,109.9
ORD-11550,2024-04-23,2024-04-29,Standard Class,Corporate,East,New York,Office Supplies,Paper,191.52,7,0.0,53.63
ORD-11551,2024-07-06,2024-07-13,Standard Class,Home Office,Central,Texas,Technology,Accessories,71.27,1,0.2,2.85
ORD-11552,2024-09-21,2024-09-27,Standard Class,Home Office,West,Washington,Furniture,Furnishings,575.51,4,0.0,69.06
ORD-11553,2024-10-12,2024-10-18,Standard Class,Consumer,East,Massachusetts,Office Supplies,Labels,49.93,4,0.2,4.99
ORD-11554,2024-07-02,2024-07-09,Standard Class,Consumer,East,New York,Office Supplies,Labels,12.58,1,0.0,3.52
ORD-11555,2025-12-05,2025-12-11,Standard Class,Corporate,East,Virginia,Office Supplies,Fasteners,29.15,3,0.1,5.54
ORD-11556,2025-08-01,2025-08-07,Standard Class,Consumer,Central,Ohio,Office Supplies,Art,27.99,2,0.1,5.32
ORD-11557,2023-07-29,2023-08-01,First Class,Consumer,Central,Texas,Office Supplies,Paper,152.08,6,0.0,42.58
ORD-11558,2024-04-20,2024-04-27,Standard Class,Corporate,Central,Texas,Furniture,Furnishings,668.65,5,0.3,-100.3
ORD-11559,2024-04-28,2024-05-04,Standard Class,Consumer,East,New York,Office Supplies,Fasteners,32.01,7,0.1,6.08
ORD-11560,2024-09-02,2024-09-08,Standard Class,Home Office,West,Washington,Technology,Accessories,398.01,2,0.3,-19.9
ORD-11561,2024-08-07,2024-08-13,Standard Class,Consumer,South,Georgia,Furniture,Furnishings,127.32,4,0.3,-19.1
ORD-11562,2024-04-08,2024-04-13,Second Class,Home Office,East,Pennsylvania,Office Supplies,Art,121.05,7,0.0,33.89
ORD-11563,2023-10-23,2023-10-29,Standard Class,Consumer,East,New Jersey,Technology,Phones,2613.17,8,0.0,574.9
ORD-11564,2024-09-10,2024-09-17,Standard Class,Corporate,West,Nevada,Office Supplies,Art,80.21,7,0.3,0.8
ORD-11565,2024-08-14,2024-08-19,Second Class,Corporate,Central,Wisconsin,Office Supplies,Paper,143.31,5,0.3,1.43
ORD-11566,2024-06-10,2024-06-15,Second Class,Consumer,East,New York,Office Supplies,Labels,7.57,3,0.15,1.1
ORD-11567,2025-04-27,2025-05-04,Standard Class,Corporate,East,New York,Office Supplies,Fasteners,90.5,8,0.0,25.34
ORD-11568,2023-11-10,2023-11-12,First Class,Consumer,Central,Illinois,Furniture,Bookcases,389.41,2,0.0,46.73
ORD-11569,2024-12-18,2024-12-24,Standard Class,Consumer,Central,Michigan,Furniture,Chairs,3621.53,8,0.1,108.65
ORD-11570,2025-05-28,2025-05-30,First Class,Corporate,East,Massachusetts,Technology,Machines,5139.53,7,0.2,205.58
ORD-11571,2023-04-12,2023-04-19,Standard Class,Consumer,East,Virginia,Technology,Copiers,7959.34,2,0.1,1034.71
ORD-11572,2023-10-28,2023-11-03,Standard Class,Consumer,South,Florida,Office Supplies,Art,41.77,6,0.15,6.06
ORD-11573,2025-12-07,2025-12-14,Standard Class,Corporate,East,Pennsylvania,Technology,Copiers,30727.4,8,0.0,6760.03
ORD-11574,2024-01-08,2024-01-10,First Class,Home Office,East,New York,Office Supplies,Paper,17.75,3,0.4,-1.42
ORD-11575,2025-02-22,2025-02-28,Standard Class,Corporate,Central,Texas,Furniture,Tables,2085.33,6,0.0,250.24
ORD-11576,2023-02-25,2023-03-03,Standard Class,Consumer,South,Tennessee,Office Supplies,Storage,354.27,8,0.1,67.31
ORD-11577,2024-03-16,2024-03-21,Second Class,Consumer,South,North Carolina,Office Supplies,Paper,157.79,7,0.0,44.18
ORD-11578,2025-12-11,2025-12-11,Same Day,Consumer,West,Nevada,Office Supplies,Fasteners,122.88,5,0.1,23.35
ORD-11579,2023-11-11,2023-11-18,Standard Class,Consumer,East,New York,Technology,Machines,5047.56,2,0.0,1110.46
ORD-11580,2024-12-09,2024-12-13,Second Class,Home Office,South,Georgia,Office Supplies,Storage,434.7,4,0.2,43.47
ORD-11581,2023-09-29,2023-10-05,Standard Class,Corporate,East,Virginia,Furniture,Tables,3086.36,3,0.5,-1018.5
ORD-11582,2023-10-20,2023-10-25,Second Class,Consumer,South,Florida,Office Supplies,Art,37.46,5,0.0,10.49
ORD-11583,2024-07-15,2024-07-21,Standard Class,Consumer,Central,Michigan,Furniture,Furnishings,648.29,7,0.3,-97.24
ORD-11584,2023-11-08,2023-11-15,Standard Class,Consumer,West,Nevada,Office Supplies,Fasteners,125.68,6,0.0,35.19
ORD-11585,2023-12-17,2023-12-24,Standard Class,Corporate,Central,Texas,Office Supplies,Art,177.34,6,0.1,33.69
ORD-11586,2023-11-06,2023-11-12,Standard Class,Consumer,Central,Illinois,Office Supplies,Art,68.11,5,0.2,6.81
